log_amount,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,errorBalanceOrig,errorBalanceDest,orig_balance_delta,dest_balance_delta,amount_to_oldOrg_ratio,zero_dest_balance,hour_of_day,type_CASH_IN,type_CASH_OUT,type_DEBIT,type_PAYMENT,type_TRANSFER,isFraud,fraud_probability,prediction
12.2613933913365,211374.91,0.0,0.0,891433.16,1102808.07,211374.91,0.0,0.0,211374.91000000003,211374.91,0,19,0,1,0,0,0,0,0.0,0
12.464802698860293,259055.82,10082.0,269137.82,0.0,0.0,518111.64,259055.82,-259055.82,0.0,25.692335614400477,1,17,1,0,0,0,0,0,0.0,0
7.926505121506402,2768.73,10954.0,8185.27,0.0,0.0,0.0,2768.73,2768.7299999999996,0.0,0.2527366499315381,1,9,0,0,0,1,0,0,0.0,0
12.152243190435724,189517.74,0.0,0.0,339534.06,529051.8,189517.74,0.0,0.0,189517.74000000005,189517.74,0,12,0,1,0,0,0,0,0.0,0
9.228081071037082,10177.99,26897.0,16719.01,0.0,0.0,0.0,10177.99,10177.990000000002,0.0,0.37839207376013084,1,22,0,0,0,1,0,0,0.0,0
12.285112265664193,216448.44,34991.33,0.0,1803179.18,2019627.62,181457.11,-2.3283064365386963e-10,34991.33,216448.44000000018,6.185596672185018,0,12,0,1,0,0,0,0,0.0,0
10.85371680206938,51725.05,50874.0,0.0,2594843.69,2646568.74,851.0500000000029,-4.656612873077393e-10,50874.0,51725.05000000028,1.0167085995085996,0,12,0,0,0,0,1,0,0.005,0
12.483492048981306,263942.95,347469.64,83526.69,368009.29,631952.24,0.0,0.0,263942.95,263942.95,0.7596122365906944,0,12,0,1,0,0,0,0,0.0,0
8.643871656278103,5674.26,83865.45,78191.2,0.0,0.0,0.00999999999476131,5674.26,5674.25,0.0,0.06765828290096934,1,13,0,0,0,1,0,0,0.0,0
12.76727015331553,350553.04,0.0,0.0,437263.02,787816.06,350553.04,0.0,0.0,350553.04000000004,350553.04,0,17,0,1,0,0,0,0,0.0,0
10.11372133016298,24678.33,21219.0,0.0,0.0,24678.33,3459.3300000000017,0.0,21219.0,24678.33,1.1629750235626768,0,12,0,1,0,0,0,0,0.0,0
13.524284693693126,747345.86,0.0,0.0,1790879.29,2782017.73,747345.86,-243792.58000000007,0.0,991138.44,747345.86,0,9,0,0,0,0,1,0,0.0,0
9.760369785675335,17332.04,0.0,0.0,0.0,0.0,17332.04,17332.04,0.0,0.0,17332.04,1,16,0,0,0,1,0,0,0.0,0
6.857629723574587,950.11,1106.0,155.89,0.0,0.0,0.0,950.11,950.11,0.0,0.8582746160794942,1,20,0,0,0,1,0,0,0.0,0
12.79854398684718,361689.44,4099967.81,4461657.25,1533467.09,1171777.65,723378.8800000004,723378.8800000001,-361689.43999999994,-361689.4400000002,0.08821760768467894,0,13,1,0,0,0,0,0,0.0,0
10.044150393328243,23019.73,88666.15,65646.42,0.0,0.0,0.0,23019.73,23019.729999999996,0.0,0.25961959981797095,1,10,0,0,0,1,0,0,0.0,0
9.693711136659195,16214.31,204.0,0.0,0.0,0.0,16010.31,16214.31,204.0,0.0,79.09419512195122,1,16,0,0,0,1,0,0,0.0,0
12.849472257505308,380586.83,0.0,0.0,411652.61,792239.44,380586.83,0.0,0.0,380586.82999999996,380586.83,0,10,0,1,0,0,0,0,0.0,0
12.371142748016995,235894.16,57238.0,0.0,73909.21,309803.37,178656.16,0.0,57238.0,235894.15999999997,4.121213857684446,0,14,0,1,0,0,0,0,0.0,0
8.049286561928808,3130.56,52842.0,49711.44,0.0,0.0,0.0,3130.56,3130.5599999999977,0.0,0.05924266222583881,1,0,0,0,0,1,0,0,0.0,0
11.713230757317156,122176.57,0.0,0.0,4131165.77,4253342.34,122176.57,0.0,0.0,122176.56999999983,122176.57,0,21,0,1,0,0,0,0,0.0,0
11.175588754799406,71365.85,10337.0,0.0,445176.85,516542.7,61028.850000000006,-5.820766091346741e-11,10337.0,71365.85000000003,6.903254981621204,0,14,0,1,0,0,0,0,0.0,0
9.146121799649531,9377.0,13722.66,4345.66,0.0,0.0,0.0,9377.0,9377.0,0.0,0.6832725380838639,1,19,0,0,0,1,0,0,0.0,0
12.21071042438885,200928.71,0.0,0.0,237519.51,438448.22,200928.71,0.0,0.0,200928.70999999996,200928.71,0,18,0,1,0,0,0,0,0.0,0
11.962278965391796,156728.86,0.0,0.0,1421638.91,1578367.78,156728.86,-0.010000000009313226,0.0,156728.8700000001,156728.86,0,16,0,1,0,0,0,0,0.0,0
9.83942678392331,18757.96,120559.0,101801.04,1075978.86,1094736.83,0.0,-0.010000000009313226,18757.960000000006,18757.969999999972,0.15559024552090245,0,18,0,1,0,0,0,0,0.0,0
12.460653582956349,257983.19,3163.0,0.0,154426.45,412409.64,254820.19,0.0,3163.0,257983.19,81.53703855878635,0,9,0,0,0,0,1,0,0.0,0
12.281494632559516,215666.82,0.0,0.0,410138.4,804468.41,215666.82,-178663.19000000006,0.0,394330.01,215666.82,0,19,0,1,0,0,0,0,0.0,0
14.155213826319008,1404529.76,215264.0,0.0,691692.86,2096222.62,1189265.76,0.0,215264.0,1404529.7600000002,6.524654542076046,0,15,0,0,0,0,1,0,0.0,0
12.673842375229254,319284.95,1417522.23,1736807.18,1628202.07,1308917.13,638569.8999999999,638569.8900000001,-319284.94999999995,-319284.9400000002,0.22524142338041261,0,10,1,0,0,0,0,0,0.0,0
12.004274158794898,163450.92,30522.0,193972.92,0.0,0.0,326901.84,163450.92,-163450.92,0.0,5.355008354355732,1,14,1,0,0,0,0,0,0.0,0
12.281724867573176,215716.48,0.0,0.0,540363.32,756079.8,215716.48,-1.1641532182693481e-10,0.0,215716.4800000001,215716.48,0,11,0,1,0,0,0,0,0.0,0
10.483754067413289,35729.29,22394.68,0.0,0.0,0.0,13334.61,35729.29,22394.68,0.0,1.595365266872897,1,9,0,0,0,1,0,0,0.0,0
12.252051098637459,209409.37,6115625.55,6325034.92,472355.97,262946.59,418818.7400000002,418818.74999999994,-209409.3700000001,-209409.37999999995,0.034241686978090574,0,20,1,0,0,0,0,0,0.0,0
12.565511476412034,286504.06,0.0,0.0,1037343.67,1323847.73,286504.06,0.0,0.0,286504.05999999994,286504.06,0,19,0,1,0,0,0,0,0.0,0
11.625520220302219,111916.83,310770.52,198853.69,506475.87,618392.7,0.0,0.0,111916.83000000002,111916.82999999996,0.3601257605587539,0,17,0,1,0,0,0,0,0.0,0
10.68204883512096,43565.72,0.0,0.0,0.0,0.0,43565.72,43565.72,0.0,0.0,43565.72,1,15,0,0,0,1,0,0,0.0,0
12.30660860169467,221151.68,3269181.2,3490332.88,307837.04,86685.35,442303.35999999987,442303.37,-221151.6799999997,-221151.68999999997,0.06764740123692096,0,18,1,0,0,0,0,0,0.0,0
11.867818842862194,142601.86,158.0,0.0,0.0,151197.4,142443.86,-8595.540000000008,158.0,151197.4,896.8670440251572,0,14,0,1,0,0,0,0,0.0,0
5.184924679192946,177.56,0.0,0.0,0.0,0.0,177.56,177.56,0.0,0.0,177.56,1,18,0,0,0,1,0,0,0.0,0
9.564379545321504,14247.11,0.0,0.0,0.0,0.0,14247.11,14247.11,0.0,0.0,14247.11,1,9,0,0,0,1,0,0,0.0,0
9.123028222486312,9162.91,0.0,0.0,0.0,0.0,9162.91,9162.91,0.0,0.0,9162.91,1,11,0,0,0,1,0,0,0.0,0
11.497825532650015,98500.35,510500.25,609000.59,313313.34,214813.0,197000.68999999994,197000.69000000006,-98500.33999999997,-98500.34000000003,0.19294830326076579,0,18,1,0,0,0,0,0,0.0,0
10.817870866444693,49903.72,0.0,0.0,6256349.36,6306253.09,49903.72,-0.009999999776482582,0.0,49903.729999999516,49903.72,0,13,0,1,0,0,0,0,0.0,0
10.837974720510946,50917.15,28880.0,0.0,0.0,50917.15,22037.15,0.0,28880.0,50917.15,1.7629981648834874,0,16,0,1,0,0,0,0,0.0,0
9.09963560119258,8951.03,222242.15,213291.12,0.0,0.0,0.0,8951.03,8951.029999999999,0.0,0.04027584202257753,1,13,0,0,0,1,0,0,0.0,0
11.25352928138954,77150.73,9230777.27,9307928.01,343208.38,266057.64,154301.47000000067,154301.46999999997,-77150.74000000022,-77150.73999999999,0.008357987565440676,0,18,1,0,0,0,0,0,0.0,0
9.8009131520524,18049.22,0.0,0.0,20763.0,0.0,18049.22,38812.22,0.0,-20763.0,18049.22,0,15,0,1,0,0,0,0,0.0,0
12.963048908135278,426363.08,0.0,0.0,622837.18,1049200.26,426363.08,0.0,0.0,426363.07999999996,426363.08,0,13,0,0,0,0,1,0,0.0,0
